,Player,Age_x,W,L,MP,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%_x,OREB,DREB_x,REB,AST,TOV,PF,FP,DD2,TD3,+/-,DEF_RTG,DREB_y,DREB%,T_DREB%_x,STL,T_STL%_x,BLK,T_BLK%_x,OP_TOV,OP_2NDPTS,OP_PAINT,DEF_WS,USG%,T_FGM%,T_FGA%,T_3PM%,T_3PA%,T_FTM%,T_FTA%,T_OREB%,T_DREB%_y,T_REB%,T_AST%,T_TOV%,T_STL%_y,T_BLK%_y,T_BLKA%,T_PF%,T_PFD%,T_PTS%,Age_y,FGA_2P%,FGA_3P%,2PT%,2PT_MR%,3PT%,FBPTS%,FT%_y,OFFTOV%,PAINTPTS%,AST_2FGM%,UAST_2FGM%,AST_3FGM%,UAST_3FGM%,FGM_AST%,FGM_UAST%,PTS_TOV,2ND_CH_PTS,FB_PTS,PAINT_PTS,OPP_PTS_TOV,OPP_2ND_PTS,OPP_FBPTS,OPP_PAINT_PTS,BLKA,PFD,Minutes,BSR Off.,BSR Def.,BSR Total,OOR Off.,OOR Def.,OOR Total,OVR Off.,OVR Def.,OVR total,WAR,salary
354,Robin Lopez,31,17,3,13.9,2.0,3.9,51.3,0.6,1.6,34.4,0.4,0.8,53.3,1.0,1.9,2.8,0.7,1.4,1.7,10.3,0,0,1.4,1.9,10.9,15.7,0.2,9.7,0.6,40.0,5.0,3.6,4.1,11.9,0.057,16.0,16.3,14.6,13.6,13.3,8.8,12.1,23.5,15.7,17.7,9.7,28.4,9.7,40.0,9.5,27.7,9.6,14.9,31,59.0,41.0,58.6,4.0,33.3,11.1,8.1,14.1,54.5,51.7,48.3,100,0.0,65.0,35.0,0.7,0.9,0.6,2.7,5.0,3.6,4.1,11.9,0.1,0.6,241.0,-4.8,-0.8,-5.6,-1.0,-0.9,-1.9,-4.4,-1.0,-5.4,-0.3,"$4,767,000"
355,Mario Hezonja,24,7,11,18.2,1.7,4.6,36.1,0.6,1.6,34.5,1.1,1.3,82.6,0.6,4.0,4.6,1.0,1.0,2.3,13.3,1,0,-1.8,4.0,18.3,28.2,0.7,27.9,0.1,5.7,6.5,6.7,4.8,18.7,0.058,13.9,11.2,13.5,12.0,13.4,16.0,15.2,16.2,28.2,25.7,14.6,17.1,27.9,5.7,26.7,22.4,14.9,12.0,24,65.1,34.9,44.9,6.7,33.7,23.6,21.3,12.4,38.2,55.0,45.0,100,0.0,70.0,30.0,0.6,0.6,1.2,1.9,6.5,6.7,4.8,18.7,0.7,1.2,328.0,-3.8,-1.2,-5.0,-5.7,3.5,-2.2,-4.3,-0.4,-4.7,-0.3,"$1,737,145"
356,Troy Daniels,28,12,2,15.1,1.8,5.1,34.7,1.1,3.8,30.2,0.2,0.2,100,0.2,1.1,1.4,0.4,0.3,0.6,8.2,0,0,-0.6,1.1,6.8,11.9,0.4,13.9,0.1,3.0,5.3,5.5,5.1,14.4,0.061,15.2,15.4,19.6,32.7,36.8,4.2,3.1,7.9,11.9,11.0,6.2,6.1,13.9,3.0,15.4,9.4,3.2,15.5,28,26.4,73.6,26.1,5.8,69.6,7.2,4.3,10.1,20.3,100,0.0,100,0.0,100,0.0,0.5,0.6,0.4,1.0,5.3,5.5,5.1,14.4,0.1,0.2,198.0,-1.6,-3.4,-5.1,-5.7,-1.2,-6.9,-2.5,-3.3,-5.7,-0.3,"$2,028,594"
357,Wayne Ellington,32,3,12,15.0,1.6,4.9,32.9,1.4,4.4,31.8,0.3,0.4,66.7,0.0,1.7,1.7,0.9,0.7,1.0,8.4,0,0,-0.7,1.7,10.3,15.9,0.1,7.1,0.1,6.1,5.3,4.7,3.9,13.1,0.062,15.7,14.6,19.0,33.3,37.9,5.2,4.9,0.0,15.9,12.3,14.9,12.5,7.1,6.1,18.8,13.3,9.5,15.6,32,9.6,90.4,8.2,2.7,86.3,20.5,5.5,28.8,5.5,66.7,33.3,95.2,4.8,91.7,8.3,1.4,0.1,1.0,0.3,5.3,4.7,3.9,13.1,0.2,0.7,213.0,-1.4,-2.7,-4.1,-2.2,5.0,2.8,-1.5,-1.4,-2.9,-0.0,"$7,804,878"
358,Tony Bradley,21,8,5,10.9,2.1,3.2,65.9,0.0,0.0,0.0,0.7,1.1,64.3,1.5,2.4,3.8,0.3,0.5,2.0,11.5,0,0,-1.6,2.4,17.6,26.7,0.2,20.0,0.5,63.6,5.6,4.5,3.3,13.2,0.043,15.5,24.1,16.7,0.0,0.0,16.7,19.7,63.3,26.7,34.2,6.7,11.9,20.0,63.6,35.7,32.5,16.3,20.4,21,100,0.0,85.7,0.0,0.0,9.5,14.3,3.2,85.7,74.1,25.9,0.0,0.0,74.1,25.9,0.2,1.4,0.5,4.2,5.6,4.5,3.3,13.2,0.4,0.6,142.0,0.5,4.0,4.4,-4.6,-1.2,-5.8,-0.4,3.1,2.6,0.4,"$1,962,360"
359,Courtney Lee,34,4,1,9.4,2.0,3.4,58.8,0.8,1.4,57.1,0.0,0.0,0.0,0.0,0.4,0.4,0.6,0.0,1.0,7.4,0,0,1.4,0.4,4.0,6.1,0.0,0.0,0.4,22.2,2.6,3.6,4.6,13.6,-0.011,15.7,19.6,18.9,20.0,21.2,0.0,0.0,0.0,6.1,5.3,12.0,0.0,0.0,22.2,0.0,35.7,0.0,18.2,34,58.8,41.2,50.0,16.7,50.0,20.8,0.0,8.3,33.3,83.3,16.7,50.0,50.0,70.0,30.0,0.4,0.4,1.0,1.6,2.6,3.6,4.6,13.6,0.0,0.0,47.0,1.7,-2.1,-0.4,10.6,-9.5,1.2,3.3,-3.6,-0.3,0.1,"$12,759,670"
360,Theo Pinson,24,6,4,15.4,1.7,6.4,26.6,0.6,3.2,18.8,0.8,0.9,88.9,0.3,1.4,1.7,2.8,1.5,1.4,11.3,0,0,-3.3,1.4,8.0,13.3,0.6,21.4,0.0,0.0,8.5,4.0,5.4,13.6,0.066,22.3,15.0,23.6,14.6,23.4,20.5,15.3,10.7,13.3,12.8,35.0,25.0,21.4,0.0,25.0,20.6,19.0,15.7,24,50.0,50.0,45.8,8.3,37.5,6.3,16.7,4.2,37.5,27.3,72.7,83.3,16.7,47.1,52.9,0.2,0.4,0.3,1.8,8.5,4.0,5.4,13.6,0.4,1.2,137.0,-6.0,0.1,-5.9,-5.4,2.8,-2.5,-6.2,0.7,-5.5,-0.2,"$1,445,697"
361,Nassir Little,19,6,7,15.9,1.8,4.3,41.1,0.4,1.8,21.7,0.8,1.4,61.1,1.2,2.7,3.9,0.5,0.5,2.1,11.8,1,0,-1.3,2.7,14.7,23.5,0.4,18.5,0.3,14.8,4.6,6.0,2.8,15.4,0.023,14.2,12.8,13.7,9.4,15.2,14.9,19.8,33.3,23.5,25.9,6.9,14.3,18.5,14.8,20.8,27.6,19.0,12.7,19,58.9,41.1,58.1,3.2,24.2,19.4,17.7,25.8,54.8,88.9,11.1,100,0.0,91.3,8.7,1.2,1.2,0.9,2.6,4.6,6.0,2.8,15.4,0.4,1.2,196.0,-2.2,1.0,-1.1,2.6,-5.2,-2.5,-1.4,-0.0,-1.4,0.1,"$2,105,520"
362,Bruno Fernando,21,4,16,13.0,2.0,3.5,55.7,0.2,0.7,28.6,0.7,1.1,59.1,1.3,1.8,3.1,1.2,1.1,1.7,11.2,0,0,-0.9,1.8,13.3,19.7,0.3,13.9,0.5,40.9,6.4,3.5,2.9,12.1,0.050,15.3,18.1,14.6,6.6,7.8,17.1,19.6,37.1,19.7,24.6,18.1,18.6,13.9,40.9,23.8,28.3,22.4,16.8,21,80.0,20.0,73.7,2.1,12.6,11.6,13.7,13.7,71.6,65.7,34.3,100,0.0,69.2,30.8,0.7,1.3,0.6,3.4,6.4,3.5,2.9,12.1,0.5,1.2,230.0,-1.8,-0.3,-2.1,-2.0,6.2,4.3,-1.9,1.0,-0.9,0.2,"$1,400,000"
363,Matt Thomas,25,9,3,11.3,1.7,3.1,54.1,1.2,2.2,53.8,0.3,0.4,60.0,0.1,1.0,1.1,0.3,0.3,1.0,7.2,0,0,2.4,1.0,7.7,11.2,0.3,21.1,0.0,0.0,4.3,2.9,2.1,10.5,0.057,12.5,17.2,14.0,33.3,24.1,6.0,7.9,3.1,11.2,9.4,5.1,10.0,21.1,0.0,10.5,17.9,5.9,17.6,25,29.7,70.3,21.1,17.5,73.7,10.5,5.3,29.8,3.5,100,0.0,100,0.0,100,0.0,1.4,0.4,0.5,0.2,4.3,2.9,2.1,10.5,0.2,0.3,136.0,1.2,-1.1,0.1,-0.6,0.3,-0.3,0.9,-0.9,-0.0,0.2,"$898,310"
364,Alex Caruso,25,16,1,19.9,1.9,4.7,40.0,0.6,2.2,27.0,0.4,0.6,60.0,0.1,1.6,1.7,2.1,1.1,1.4,13.2,0,0,3.9,1.6,7.7,11.3,1.1,29.2,0.4,12.5,6.4,4.4,4.9,18.4,0.122,12.8,11.1,13.4,14.3,18.1,5.8,7.2,1.9,11.3,9.7,19.9,16.1,29.2,12.5,25.0,15.1,18.3,10.7,25,53.8,46.3,55.0,0.0,37.5,16.3,7.5,20.0,55.0,68.2,31.8,90.0,10.0,75.0,25.0,0.9,0.6,0.8,2.6,6.4,4.4,4.9,18.4,0.4,1.5,319.0,-3.1,4.8,1.7,-2.1,6.6,4.5,-3.1,5.3,2.2,0.8,"$2,750,000"
365,Michael Carter-Williams,28,6,4,14.9,1.4,4.7,29.8,0.3,1.7,17.6,1.6,2.0,80.0,1.1,2.0,3.1,1.3,0.8,1.7,13.8,0,0,-1.2,2.0,13.4,19.6,0.8,27.6,0.6,26.1,6.2,2.8,3.7,14.0,0.066,17.6,13.1,18.0,10.7,17.2,24.2,23.3,32.4,19.6,22.8,20.0,17.4,27.6,26.1,25.0,25.8,31.7,15.3,28,63.8,36.2,46.8,0.0,19.1,17.0,34.0,14.9,46.8,54.5,45.5,100,0.0,64.3,35.7,0.7,0.8,0.8,2.2,6.2,2.8,3.7,14.0,0.3,2.6,149.0,-1.4,5.0,3.7,-2.3,0.8,-1.5,-1.6,4.5,2.9,0.4,"$2,028,594"
366,Darius Bazley,19,7,11,17.2,1.7,3.9,44.3,0.8,2.0,38.9,0.4,0.8,57.1,0.4,3.2,3.6,0.6,0.8,0.9,11.6,0,0,-1.0,3.2,16.2,24.7,0.3,12.0,0.5,25.7,6.7,5.5,3.7,15.4,0.102,12.3,12.9,13.1,21.9,18.5,8.6,10.6,14.0,24.7,22.8,7.3,12.0,12.0,25.7,19.4,12.7,6.9,13.2,19,48.6,51.4,40.5,4.8,50.0,9.5,9.5,16.7,35.7,70.6,29.4,100,0.0,83.9,16.1,0.8,0.5,0.4,1.7,6.7,5.5,3.7,15.4,0.4,0.5,295.0,-4.4,2.0,-2.4,-7.6,9.0,1.4,-5.2,3.4,-1.8,0.1,"$2,284,800"
367,Ryan Arcidiacono,25,6,14,17.0,1.5,3.7,39.2,1.0,2.2,43.2,0.7,1.0,73.7,0.5,1.2,1.7,1.9,0.6,2.1,10.6,0,0,-1.0,1.2,7.0,10.3,0.6,14.7,0.1,4.5,4.9,3.9,4.7,15.4,0.076,11.1,10.6,11.0,21.6,16.2,14.0,15.0,10.9,10.3,10.5,23.4,11.7,14.7,4.5,9.6,21.9,25.2,12.4,25,40.5,59.5,22.0,6.6,62.6,8.8,15.4,19.8,15.4,40.0,60.0,94.7,5.3,75.9,24.1,0.9,0.6,0.4,0.7,4.9,3.9,4.7,15.4,0.3,1.8,325.0,0.6,2.7,3.2,-1.3,4.1,2.9,0.3,3.1,3.4,1.0,"$3,000,000"
368,Elie Okobo,22,6,7,11.0,1.5,3.8,40.0,0.8,1.8,41.7,0.7,1.3,52.9,0.2,1.0,1.2,2.8,0.3,0.6,10.7,0,0,2.8,1.0,8.9,14.1,0.3,14.3,0.0,0.0,2.5,3.1,2.5,11.5,0.027,18.1,14.6,18.9,24.4,23.8,15.3,24.3,8.3,14.1,12.9,38.3,12.5,14.3,0.0,0.0,16.7,21.7,15.8,22,52.0,48.0,33.9,3.4,50.8,22.0,15.3,10.2,30.5,50.0,50.0,70.0,30.0,60.0,40.0,0.5,0.2,1.0,1.4,2.5,3.1,2.5,11.5,0.0,1.0,137.0,3.3,-5.4,-2.1,9.9,-2.7,7.3,4.7,-5.2,-0.5,0.2,"$1,416,852"
369,Yogi Ferrell,26,6,8,12.5,1.6,3.9,40.0,0.4,1.4,30.0,0.9,1.1,86.7,0.3,1.3,1.6,1.4,0.7,0.8,8.9,0,0,0.8,1.3,10.2,14.4,0.3,15.4,0.1,7.7,3.8,2.6,3.1,9.9,0.075,17.4,16.9,18.3,19.4,18.9,18.1,16.5,12.5,14.4,14.0,25.3,17.2,15.4,7.7,7.1,12.4,18.8,17.4,26,63.6,36.4,50.8,31.7,28.6,7.9,20.6,11.1,19.0,37.5,62.5,83.3,16.7,50.0,50.0,0.5,0.2,0.4,0.9,3.8,2.6,3.1,9.9,0.1,1.1,164.0,-2.7,2.4,-0.4,-6.3,9.9,3.7,-3.5,3.9,0.4,0.3,"$3,150,000"
370,Justin James,22,4,5,13.6,2.0,4.6,43.9,0.3,1.4,23.1,0.1,0.7,16.7,0.1,1.8,1.9,0.9,0.2,0.9,10.8,0,0,-0.8,1.8,13.4,21.3,0.4,16.7,0.6,55.6,3.7,3.1,2.8,11.6,0.078,16.0,18.9,18.6,21.4,17.8,2.4,10.3,5.3,21.3,18.1,13.8,6.3,16.7,55.6,22.2,14.0,13.5,16.3,22,68.3,31.7,75.0,15.0,22.5,32.5,2.5,30.0,60.0,73.3,26.7,100,0.0,77.8,22.2,1.3,0.0,1.4,2.7,3.7,3.1,2.8,11.6,0.2,0.8,97.0,-3.5,0.8,-2.7,-9.2,8.6,-0.6,-4.7,2.4,-2.4,0.0,"$898,310"
371,Patrick Patterson,30,12,6,13.7,1.5,3.9,38.0,1.2,3.1,40.0,0.2,0.4,50.0,0.7,2.0,2.7,0.7,0.3,0.8,9.1,0,0,1.7,2.0,14.0,19.9,0.1,5.1,0.1,6.9,4.5,2.7,4.2,11.7,0.055,13.2,13.4,15.3,32.4,29.3,4.1,6.6,19.7,19.9,19.8,11.2,7.8,5.1,6.9,0.0,13.1,10.1,14.1,30,22.5,77.5,12.5,2.5,82.5,28.8,5.0,26.3,10.0,100,0.0,100,0.0,100,0.0,1.2,0.9,1.3,0.4,4.5,2.7,4.2,11.7,0.0,0.7,243.0,-1.8,1.4,-0.4,-0.9,-0.9,-1.9,-1.8,1.0,-0.7,0.2,"$2,331,593"
372,Patrick Patterson,30,12,6,13.7,1.5,3.9,38.0,1.2,3.1,40.0,0.2,0.4,50.0,0.7,2.0,2.7,0.7,0.3,0.8,9.1,0,0,1.7,2.0,14.0,19.9,0.1,5.1,0.1,6.9,4.5,2.7,4.2,11.7,0.055,13.2,13.4,15.3,32.4,29.3,4.1,6.6,19.7,19.9,19.8,11.2,7.8,5.1,6.9,0.0,13.1,10.1,14.1,30,22.5,77.5,12.5,2.5,82.5,28.8,5.0,26.3,10.0,100,0.0,100,0.0,100,0.0,1.2,0.9,1.3,0.4,4.5,2.7,4.2,11.7,0.0,0.7,243.0,-1.8,1.4,-0.4,-0.9,-0.9,-1.9,-1.8,1.0,-0.7,0.2,"$737,067"
373,Isaiah Hartenstein,21,5,2,13.4,1.6,2.1,73.3,0.0,0.1,0.0,1.3,1.6,81.8,1.1,2.4,3.6,0.6,0.9,2.1,11.3,0,0,6.0,2.4,15.0,22.1,0.3,12.5,0.6,50.0,5.7,4.3,3.9,12.0,0.081,11.4,13.4,8.9,0.0,1.0,23.7,23.4,38.1,22.1,25.5,9.3,17.6,12.5,50.0,0.0,34.1,25.0,12.9,21,93.3,6.7,71.0,0.0,0.0,0.0,29.0,12.9,71.0,81.8,18.2,0.0,0.0,81.8,18.2,0.6,1.1,0.0,3.1,5.7,4.3,3.9,12.0,0.0,1.4,73.0,0.5,1.9,2.4,4.2,4.9,9.1,1.1,2.5,3.6,0.2,"$1,416,852"
374,Trey Lyles,24,7,13,17.3,1.7,3.5,47.1,0.8,2.0,41.0,0.3,0.5,55.6,1.5,4.8,6.2,1.3,0.8,1.2,14.3,0,0,-2.0,4.8,26.9,37.7,0.2,9.8,0.3,13.9,4.4,4.2,5.4,18.5,0.007,10.8,10.9,10.8,21.9,20.5,4.1,5.6,36.7,37.7,37.5,13.8,16.0,9.8,13.9,5.9,17.3,9.9,10.9,24,44.3,55.7,39.1,6.9,55.2,13.8,5.7,25.3,32.2,64.7,35.3,100,0.0,81.8,18.2,1.1,0.9,0.6,1.4,4.4,4.2,5.4,18.5,0.1,0.7,329.0,-0.6,-2.7,-3.2,1.3,-1.1,0.1,-0.2,-2.5,-2.7,0.0,"$5,500,000"
375,Al-Farouq Aminu,29,7,11,21.1,1.4,4.8,29.1,0.5,2.0,25.0,1.1,1.6,65.5,1.3,3.5,4.8,1.2,0.9,1.5,15.3,1,0,-1.9,3.5,15.8,22.3,1.0,26.5,0.4,14.8,7.8,4.9,5.5,18.7,0.107,12.7,9.5,12.4,11.5,13.4,12.8,15.0,23.8,22.3,22.7,12.8,14.5,26.5,14.8,10.3,18.5,17.2,10.3,29,58.1,41.9,41.0,5.1,34.6,10.3,24.4,15.4,35.9,43.8,56.3,88.9,11.1,60.0,40.0,0.7,1.3,0.4,1.6,7.8,4.9,5.5,18.7,0.2,1.6,362.0,-4.2,2.3,-1.9,-10.6,3.5,-7.0,-5.6,2.6,-3.0,-0.0,"$9,258,000"
376,Carsen Edwards,21,12,4,11.6,1.4,4.6,31.5,0.9,2.7,32.6,0.6,0.7,81.8,0.3,1.6,1.9,1.0,0.5,0.9,9.1,0,0,-1.9,1.6,12.7,18.6,0.4,24.0,0.1,8.0,4.3,2.9,3.6,11.0,0.057,18.5,17.6,21.8,38.9,33.3,11.4,10.4,11.6,18.6,16.9,20.0,12.5,24.0,8.0,12.5,19.0,10.3,18.3,21,41.1,58.9,26.1,14.5,60.9,5.8,13.0,17.4,11.6,44.4,55.6,64.3,35.7,56.5,43.5,0.8,0.0,0.3,0.5,4.3,2.9,3.6,11.0,0.2,0.6,172.0,-2.7,-0.4,-3.1,-14.0,-2.7,-16.7,-5.0,-0.9,-5.9,-0.3,"$1,200,000"
377,Jevon Carter,24,7,6,15.1,1.5,3.8,40.8,0.9,2.3,40.0,0.3,0.3,100,0.2,1.7,1.9,1.8,1.2,1.6,12.2,0,0,1.9,1.7,10.0,15.8,0.9,32.4,0.4,26.3,4.7,4.2,3.8,11.1,0.091,14.4,13.2,14.5,21.8,20.4,5.2,4.1,10.3,15.8,14.9,24.0,25.9,32.4,26.3,5.0,23.3,9.4,12.9,24,38.8,61.2,28.6,10.7,64.3,23.2,7.1,25.0,17.9,37.5,62.5,91.7,8.3,70.0,30.0,1.1,0.4,1.0,0.8,4.7,4.2,3.8,11.1,0.1,0.7,196.0,-1.3,0.7,-0.6,-2.7,8.4,5.7,-1.7,2.2,0.5,0.3,"$1,416,852"
378,Khem Birch,27,2,7,19.2,1.7,3.2,51.7,0.0,0.1,0.0,0.9,1.9,47.1,1.3,3.2,4.6,0.2,0.6,2.6,11.8,0,0,-4.6,3.2,16.5,24.8,0.3,9.4,0.4,19.0,6.4,6.0,6.0,17.6,0.067,10.1,11.4,9.0,0.0,1.0,16.3,23.9,30.0,24.8,26.1,3.2,9.6,9.4,19.0,9.1,31.5,33.3,11.2,27,96.6,3.4,78.9,0.0,0.0,10.5,21.1,21.1,78.9,86.7,13.3,0.0,0.0,86.7,13.3,0.9,0.7,0.4,3.3,6.4,6.0,6.0,17.6,0.1,2.3,145.0,-2.5,3.6,1.1,-5.3,-1.3,-6.6,-3.1,2.9,-0.3,0.2,"$3,000,000"
379,Trevor Ariza,34,5,6,20.7,1.4,3.8,35.7,1.1,2.9,37.5,0.4,0.5,80.0,0.4,3.1,3.5,0.8,0.6,1.7,11.4,0,0,-3.8,3.1,16.7,25.2,0.8,23.1,0.0,0.0,7.6,4.8,2.5,18.2,0.061,9.8,9.0,10.2,20.7,18.5,6.2,6.1,8.2,25.2,20.7,10.2,9.3,23.1,0.0,14.3,16.4,9.4,10.1,34,23.8,76.2,13.0,0.0,78.3,34.8,8.7,0.0,13.0,100,0.0,100,0.0,100,0.0,0.0,0.5,1.5,0.5,7.6,4.8,2.5,18.2,0.3,0.8,227.0,-3.2,-0.8,-4.0,-7.0,0.5,-6.5,-4.1,-0.5,-4.7,-0.2,"$12,200,000"
380,Noah Vonleh,24,7,7,12.6,1.4,3.1,46.5,0.1,0.7,10.0,1.1,1.4,84.2,1.2,2.4,3.6,1.1,0.9,1.4,10.6,0,0,-1.2,2.4,16.8,27.0,0.3,14.3,0.2,13.6,5.2,4.0,3.6,12.6,0.063,14.4,14.1,12.8,2.2,7.3,24.6,20.9,41.5,27.0,30.5,17.6,20.0,14.3,13.6,18.2,25.0,21.5,14.4,24,76.7,23.3,66.7,0.0,5.3,0.0,28.1,14.0,66.7,57.9,42.1,100,0.0,60.0,40.0,0.6,1.3,0.0,2.7,5.2,4.0,3.6,12.6,0.3,1.2,177.0,-3.2,1.1,-2.1,-3.0,1.5,-1.4,-3.3,1.3,-2.1,0.1,"$2,000,000"
381,Evan Turner,31,2,10,12.9,1.6,4.1,38.8,0.0,0.3,0.0,0.8,1.0,83.3,0.4,1.7,2.1,1.9,1.4,1.3,11.2,0,0,-5.7,1.7,11.6,17.7,0.6,25.0,0.5,42.9,7.0,4.6,2.8,12.2,0.039,17.7,17.0,17.1,0.0,3.9,17.9,16.4,14.3,17.7,16.9,32.4,25.4,25.0,42.9,14.8,19.0,18.0,15.7,31,91.8,8.2,79.2,20.8,0.0,25.0,20.8,29.2,58.3,31.6,68.4,0.0,0.0,31.6,68.4,1.2,0.6,1.0,2.3,7.0,4.6,2.8,12.2,0.3,0.9,126.0,-2.7,-1.8,-4.5,-7.4,4.7,-2.7,-3.7,-0.6,-4.3,-0.1,"$18,606,557"
382,Patrick McCaw,24,2,0,20.0,1.5,2.5,60.0,0.5,1.5,33.3,0.5,1.0,50.0,1.0,2.0,3.0,1.5,1.5,1.5,12.9,0,0,-5.5,2.0,10.5,16.7,1.5,33.3,0.0,0.0,5.5,4.0,4.0,21.0,-0.012,9.5,8.8,7.1,14.3,11.5,6.3,10.5,33.3,16.7,20.0,16.7,18.8,33.3,0.0,0.0,15.0,6.3,8.8,24,40.0,60.0,50.0,0.0,37.5,12.5,12.5,0.0,50.0,100,0.0,100,0.0,100,0.0,0.0,0.0,0.5,2.0,5.5,4.0,4.0,21.0,0.0,0.5,40.0,-0.8,-0.1,-0.8,-2.2,-8.7,-10.9,-1.1,-1.7,-2.8,-0.0,"$4,000,000"
383,Rodney McGruder,28,11,4,17.4,1.5,4.0,38.3,0.7,2.3,31.4,0.2,0.5,37.5,0.7,1.7,2.4,0.8,0.5,1.7,9.0,0,0,1.0,1.7,8.0,12.0,0.3,16.0,0.2,7.9,6.3,6.3,4.3,16.4,0.048,10.7,9.8,12.3,19.0,22.2,2.8,5.5,16.7,12.0,13.1,9.4,8.0,16.0,7.9,25.8,20.3,7.0,9.4,28,41.7,58.3,40.0,0.0,55.0,13.3,5.0,10.0,40.0,75.0,25.0,100,0.0,87.0,13.0,0.4,0.3,0.5,1.6,6.3,6.3,4.3,16.4,0.5,0.6,260.0,-2.4,-2.6,-5.0,2.5,-3.8,-1.3,-1.7,-3.0,-4.7,-0.3,"$4,629,630"
384,Matisse Thybulle,22,14,5,15.1,1.3,3.4,39.1,0.7,1.8,38.2,0.6,0.9,70.6,0.2,0.8,1.1,0.9,1.1,2.4,11.7,0,0,-1.6,0.8,5.7,8.1,1.4,36.6,0.7,29.5,5.9,3.7,4.2,13.6,0.077,12.8,11.3,12.5,25.5,20.6,10.3,11.0,6.3,8.1,7.6,12.9,17.7,36.6,29.5,13.0,33.8,12.6,12.3,22,46.9,53.1,32.0,0.0,52.0,21.3,16.0,34.7,32.0,83.3,16.7,100,0.0,92.0,8.0,1.4,0.1,0.8,1.3,5.9,3.7,4.2,13.6,0.2,0.9,245.0,-2.9,6.4,3.5,-9.3,-0.3,-9.7,-4.2,5.4,1.2,0.5,"$2,582,160"
385,Raul Neto,27,11,6,11.7,1.6,3.3,50.0,0.5,1.1,42.1,0.2,0.2,75.0,0.2,0.9,1.1,1.5,0.9,0.6,8.2,0,0,0.4,0.9,7.5,10.1,0.4,23.3,0.1,10.5,4.4,2.2,2.8,11.5,0.062,15.9,18.4,17.4,22.9,17.8,4.1,4.2,10.3,10.1,10.1,26.8,20.0,23.3,10.5,28.6,12.7,15.3,16.2,27,66.1,33.9,59.7,6.0,35.8,14.9,4.5,9.0,53.7,50.0,50.0,87.5,12.5,60.7,39.3,0.4,0.4,0.6,2.1,4.4,2.2,2.8,11.5,0.2,0.8,182.0,-1.1,2.6,1.5,-3.3,-0.4,-3.7,-1.5,2.1,0.5,0.3,"$1,737,145"
386,Georges Niang,26,9,4,9.9,1.4,2.9,47.4,0.7,1.8,39.1,0.5,0.6,75.0,0.1,1.3,1.4,0.5,0.5,1.5,6.3,0,0,-3.8,1.3,11.0,16.7,0.0,0.0,0.2,18.2,4.6,3.5,2.5,8.9,0.054,15.9,21.7,17.4,33.3,25.3,15.0,15.7,5.0,16.7,14.8,13.7,13.7,0.0,18.2,7.7,26.4,14.0,21.9,26,39.5,60.5,35.3,7.8,52.9,15.7,11.8,0.0,27.5,44.4,55.6,100,0.0,72.2,27.8,0.0,0.2,0.6,1.1,4.6,3.5,2.5,8.9,0.1,0.5,128.0,0.7,-5.8,-5.1,-11.6,2.1,-9.5,-1.5,-4.7,-6.2,-0.2,"$1,645,357"
387,Daniel Gafford,21,4,7,9.8,1.6,2.5,66.7,0.0,0.0,0.0,0.6,1.3,50.0,1.0,0.9,1.9,0.1,0.1,1.4,8.2,0,0,-2.8,0.9,8.2,12.8,0.0,0.0,0.6,50.0,3.5,2.2,2.5,7.3,0.048,12.9,23.4,12.9,0.0,0.0,24.1,33.3,39.3,12.8,19.8,2.1,2.9,0.0,50.0,12.5,26.8,26.8,21.1,21,100,0.0,83.7,0.0,0.0,9.3,16.3,9.3,83.7,61.1,38.9,0.0,0.0,61.1,38.9,0.4,1.1,0.4,3.3,3.5,2.2,2.5,7.3,0.2,1.0,100.0,-1.7,-0.5,-2.2,-10.4,5.0,-5.4,-3.3,0.5,-2.9,-0.0,"$898,310"
388,Denzel Valentine,26,1,5,7.1,1.5,3.7,40.9,0.8,2.3,35.7,0.0,0.0,0.0,0.3,1.3,1.7,0.5,0.2,0.5,7.4,0,0,-0.2,1.3,15.4,25.8,0.2,20.0,0.2,25.0,1.8,1.3,2.5,6.3,0.046,20.7,29.0,25.9,55.6,48.3,0.0,0.0,20.0,25.8,24.4,18.8,8.3,20.0,25.0,0.0,11.1,5.6,25.6,26,36.4,63.6,34.8,17.4,65.2,8.7,0.0,21.7,17.4,75.0,25.0,60.0,40.0,66.7,33.3,0.8,0.0,0.3,0.7,1.8,1.3,2.5,6.3,0.0,0.2,32.0,2.9,-1.6,1.2,-4.2,9.5,5.3,1.8,0.4,2.3,0.1,"$3,377,569"
389,Isaac Bonga,20,4,8,15.0,1.5,3.1,48.6,0.3,0.8,44.4,0.5,0.8,66.7,0.7,1.9,2.6,1.1,0.6,1.8,10.2,0,0,0.3,1.9,12.4,17.7,0.6,28.0,0.2,14.3,4.2,3.4,4.6,14.2,0.049,10.4,11.0,10.2,9.3,6.8,12.0,14.3,15.7,17.7,17.1,13.0,13.2,28.0,14.3,9.5,31.0,21.1,11.0,20,75.7,24.3,60.9,4.3,26.1,10.9,13.0,19.6,56.5,78.6,21.4,100,0.0,83.3,16.7,0.8,0.8,0.4,2.2,4.2,3.4,4.6,14.2,0.2,1.3,162.0,-1.9,1.9,0.0,-0.7,5.9,5.2,-1.8,2.8,1.1,0.3,"$1,416,852"
