,Player,Age,W,L,MP,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,PF,FP,DD2,TD3,+/-,DEF_RTG,DREB%,T_DREB%,STL,T_STL%,BLK,T_BLK%,OP_TOV,OP_2NDPTS,OP_PAINT,DEF_WS,USG%,T_FGM%,T_FGA%,T_3PM%,T_3PA%,T_FTM%,T_FTA%,T_OREB%,T_REB%,T_AST%,T_TOV%,T_BLKA%,T_PF%,T_PFD%,T_PTS%,FGA_2P%,FGA_3P%,2PT%,2PT_MR%,3PT%,FBPTS%,OFFTOV%,PAINTPTS%,AST_2FGM%,UAST_2FGM%,AST_3FGM%,UAST_3FGM%,FGM_AST%,FGM_UAST%,PTS_TOV,2ND_CH_PTS,FB_PTS,PAINT_PTS,OPP_PTS_TOV,OPP_2ND_PTS,OPP_FBPTS,OPP_PAINT_PTS,BLKA,PFD,Minutes,BSR Off.,BSR Def.,BSR Total,OOR Off.,OOR Def.,OOR Total,OVR Off.,OVR Def.,OVR total,WAR,salary,def_kmean
168,Tristan Thompson,28.0,5.0,13.0,31.5,5.9,11.5,51.7,0.2,0.4,42.9,2.1,3.3,61.7,4.1,6.3,10.4,2.3,1.6,2.5,34.7,11.0,0.0,-2.4,6.3,27.0,0.8,20.5,1.2,61.1,12.0,8.4,9.3,35.4,0.077,19.6,23.5,20.2,2.5,2.1,18.2,23.5,58.3,34.2,18.0,15.1,30.5,22.3,23.5,20.6,96.6,3.4,81.9,3.9,3.5,5.5,10.2,78.0,61.5,38.5,33.3,66.7,60.7,39.3,1.4,3.1,0.8,11.0,12.0,8.4,9.3,35.4,1.4,3.2,536.0,-0.8,3.8,3.0,2.9,0.6,3.5,-0.1,3.5,3.4,1.6,"$18,539,130",2
169,Joe Harris,28.0,10.0,9.0,31.9,5.3,11.2,47.6,2.7,6.3,43.3,0.7,0.9,72.2,0.9,3.1,3.9,1.8,1.4,2.7,23.8,0.0,0.0,0.1,3.1,12.8,0.8,15.8,0.4,11.4,10.3,7.8,8.2,33.6,0.069,16.4,19.4,18.6,30.6,25.9,5.8,5.9,13.5,12.9,11.4,13.8,18.8,18.5,7.9,18.6,43.4,56.6,36.7,1.5,58.4,15.0,13.9,35.2,65.3,34.7,100.0,0.0,83.2,16.8,1.9,1.8,2.1,4.9,10.3,7.8,8.2,33.6,0.6,1.2,572.0,0.1,-1.6,-1.6,-1.4,-6.2,-7.6,-0.2,-2.6,-2.8,-0.0,"$7,670,000",2
170,Serge Ibaka,30.0,6.0,2.0,22.9,5.5,10.5,52.4,0.6,2.0,31.3,2.4,2.9,82.6,0.9,5.6,6.5,0.8,2.1,2.4,26.4,0.0,0.0,-1.1,5.6,30.4,0.6,16.7,1.3,45.5,6.9,7.5,5.4,20.3,0.099,25.5,30.1,25.2,11.4,12.2,26.8,27.7,23.3,29.2,6.7,27.9,11.8,20.4,20.3,27.5,81.0,19.0,69.6,17.9,13.4,9.8,20.5,51.8,82.1,17.9,100.0,0.0,84.1,15.9,2.9,2.0,1.4,7.3,6.9,7.5,5.4,20.3,0.3,1.9,183.0,-2.7,3.2,0.5,-6.4,-0.1,-6.4,-3.6,2.7,-0.9,0.2,"$23,271,604",2
171,Mike Conley,32.0,12.0,7.0,30.5,4.6,12.7,36.1,1.8,5.2,35.4,2.9,3.7,78.9,0.7,2.8,3.6,4.6,2.1,2.2,25.7,0.0,0.0,3.0,2.8,12.5,0.7,19.2,0.1,4.1,10.5,9.1,8.0,28.0,0.11800000000000001,23.0,19.0,23.9,23.0,26.0,22.0,22.0,13.9,12.7,33.5,21.9,13.6,16.6,24.4,20.0,58.9,41.1,39.2,6.8,39.6,9.1,16.2,32.5,21.2,78.8,54.3,45.7,34.5,65.5,2.3,0.6,1.3,4.5,10.5,9.1,8.0,28.0,0.4,3.7,548.0,-0.5,0.3,-0.2,3.0,-2.2,0.8,0.1,-0.2,-0.1,0.7,"$32,511,623",2
172,Bam Adebayo,22.0,13.0,5.0,31.9,5.0,8.5,58.8,0.1,0.3,16.7,3.7,5.7,65.0,2.2,8.1,10.3,4.4,2.7,2.5,38.3,10.0,0.0,3.9,8.1,34.4,1.6,23.5,1.2,38.6,13.7,8.8,7.4,29.4,0.146,18.7,19.6,16.0,0.7,1.7,27.1,31.6,43.0,35.9,25.8,22.6,15.6,18.7,31.4,19.1,96.1,3.9,71.8,4.0,1.2,5.2,14.9,67.7,75.3,24.7,100.0,0.0,75.6,24.4,2.1,2.6,0.7,9.3,13.7,8.8,7.4,29.4,0.4,5.1,551.0,-0.4,4.2,3.8,-1.7,2.2,0.5,-0.7,4.0,3.3,1.7,"$3,454,080",2
173,Ricky Rubio,29.0,6.0,7.0,30.6,4.5,11.2,40.7,1.3,3.5,37.8,3.2,3.8,83.7,0.5,4.5,5.1,7.8,2.0,3.0,32.9,6.0,0.0,5.0,4.5,20.8,1.2,25.9,0.0,0.0,10.3,8.2,6.8,31.4,0.102,19.7,16.5,19.4,16.7,16.1,25.5,24.5,9.2,18.3,41.8,20.3,34.2,18.5,24.1,18.0,69.0,31.0,47.7,9.1,29.0,10.8,9.7,38.6,28.6,71.4,88.2,11.8,45.8,54.2,1.3,1.0,1.5,5.2,10.3,8.2,6.8,31.4,1.0,4.1,364.0,1.4,1.7,3.1,3.0,3.0,6.0,1.7,2.0,3.8,1.2,"$16,190,476",2
174,Paul Millsap,34.0,13.0,4.0,26.1,4.5,9.2,48.4,1.2,2.4,48.8,3.4,3.8,87.7,2.1,3.8,5.8,1.2,1.1,2.8,26.4,2.0,0.0,8.4,3.8,19.5,0.9,18.6,0.8,37.1,6.9,5.4,6.8,22.9,0.162,19.2,19.7,18.8,20.8,14.9,38.3,35.1,31.0,22.4,9.2,15.3,34.0,26.5,27.5,22.6,73.9,26.1,48.9,7.9,26.2,11.4,13.1,41.0,58.9,41.1,100.0,0.0,69.7,30.3,1.8,2.1,1.5,5.5,6.9,5.4,6.8,22.9,1.0,3.1,423.0,2.2,2.9,5.1,0.7,6.6,7.2,2.1,3.6,5.7,1.8,"$30,500,000",2
175,Rudy Gobert,27.0,11.0,6.0,34.6,4.9,7.6,64.3,0.0,0.0,0.0,3.6,5.6,64.2,3.2,10.7,13.9,1.1,2.2,3.3,38.5,11.0,0.0,4.6,10.7,39.2,0.9,19.8,2.1,67.3,11.9,9.1,9.1,32.1,0.16699999999999998,15.1,17.7,12.6,0.0,0.0,24.7,29.9,56.7,42.2,7.4,20.5,20.3,22.9,33.8,17.1,100.0,0.0,73.1,0.0,0.0,3.5,16.7,73.1,69.9,30.1,0.0,0.0,69.9,30.1,2.2,3.5,0.5,9.8,11.9,9.1,9.1,32.1,0.8,5.9,553.0,-1.8,7.5,5.7,-0.6,5.3,4.6,-1.7,7.4,5.7,2.4,"$25,008,427",2
176,Lauri Markkanen,22.0,6.0,14.0,29.4,4.0,11.5,34.9,1.6,5.5,28.2,3.7,4.6,81.3,1.0,6.0,7.0,1.8,1.9,1.9,26.5,2.0,0.0,-3.3,6.0,28.8,0.9,15.2,0.5,19.6,11.7,8.1,9.2,32.4,0.08900000000000001,21.5,17.3,21.2,21.5,25.7,32.2,29.4,16.0,25.9,12.7,18.8,26.0,13.9,26.4,20.4,52.0,48.0,37.0,2.3,35.1,10.6,15.8,34.7,55.1,44.9,100.0,0.0,72.5,27.5,2.1,1.5,1.4,4.6,11.7,8.1,9.2,32.4,1.0,3.5,556.0,-2.8,-2.7,-5.4,-6.5,2.1,-4.4,-3.5,-1.9,-5.5,-0.8,"$5,300,400",2
177,Jonathan Isaac,22.0,5.0,11.0,30.5,5.0,10.8,46.5,1.3,3.9,33.9,1.7,2.1,81.8,1.9,5.4,7.3,1.5,1.4,2.4,35.0,3.0,0.0,0.8,5.4,24.9,1.4,26.4,2.7,60.6,9.1,7.9,6.8,27.6,0.132,18.6,20.5,19.6,23.1,21.5,16.3,16.0,30.0,26.0,10.5,17.4,11.4,20.4,16.8,20.0,64.0,36.0,56.7,12.5,30.3,17.3,26.0,44.2,59.3,40.7,90.5,9.5,67.5,32.5,3.4,2.1,2.3,5.8,9.1,7.9,6.8,27.6,0.3,2.0,458.0,1.3,5.3,6.6,2.4,3.8,6.1,1.6,5.3,6.9,2.3,"$5,806,440",2
178,Miles Bridges,21.0,8.0,13.0,31.5,5.1,11.3,45.4,1.6,4.5,34.7,1.1,1.4,80.0,1.4,4.1,5.5,2.0,1.6,2.0,24.9,1.0,0.0,-10.0,4.1,20.2,0.5,12.8,0.8,28.6,13.3,9.2,9.2,37.4,-0.016,18.3,20.3,19.9,18.9,20.1,12.7,12.0,19.3,20.0,13.2,14.3,22.2,14.7,11.9,19.1,60.1,39.9,54.9,1.5,36.3,13.6,11.4,53.5,46.7,53.3,93.9,6.1,61.1,38.9,1.5,1.8,1.8,7.0,13.3,9.2,9.2,37.4,0.7,1.4,600.0,-1.7,-2.2,-3.8,-0.5,-7.8,-8.3,-1.5,-3.2,-4.8,-0.6,"$3,755,400",2
179,Coby White,19.0,6.0,14.0,25.4,4.7,12.8,36.7,2.0,6.2,32.5,1.6,2.0,79.5,0.3,3.3,3.5,2.1,1.5,1.4,21.4,0.0,0.0,-3.2,3.3,18.6,0.9,14.3,0.0,0.0,8.1,6.1,7.7,24.5,0.091,23.8,23.4,25.8,31.5,31.2,18.2,16.9,4.2,15.0,17.7,19.6,25.9,11.7,14.3,23.5,52.0,48.0,41.7,9.3,46.3,17.8,25.5,32.4,40.7,59.3,77.5,22.5,56.4,43.6,3.3,1.3,2.3,4.2,8.1,6.1,7.7,24.5,1.1,1.6,487.0,-2.2,-0.7,-2.9,-4.8,2.1,-2.7,-2.7,-0.2,-2.9,-0.0,"$5,307,120",2
180,Ben Simmons,23.0,13.0,5.0,34.3,5.3,10.2,52.2,0.1,0.2,33.3,2.2,3.6,61.5,1.5,5.4,6.9,8.4,3.8,3.3,38.8,9.0,1.0,3.9,5.4,20.5,2.3,35.6,0.6,13.2,12.0,7.9,8.8,32.3,0.13699999999999998,19.0,18.0,16.4,0.7,0.8,18.0,21.7,20.8,20.6,43.5,32.7,16.0,19.5,26.1,16.3,98.4,1.6,81.5,1.7,1.3,29.2,21.0,79.8,51.6,48.4,100.0,0.0,52.1,47.9,2.7,1.4,3.8,10.3,12.0,7.9,8.8,32.3,0.4,4.2,542.0,-1.6,2.8,1.2,2.0,0.0,2.0,-1.0,2.4,1.4,1.2,"$8,113,930",2
182,Aaron Gordon,24.0,6.0,9.0,30.5,4.6,11.3,40.6,1.1,3.8,28.1,2.5,3.4,72.5,1.6,4.7,6.3,2.8,1.3,2.4,27.1,2.0,0.0,-0.3,4.7,20.4,0.7,14.9,0.5,12.9,8.7,7.3,7.6,27.3,0.125,19.6,18.8,20.0,17.0,18.6,23.7,25.8,23.3,21.1,18.8,15.8,23.8,19.9,26.6,19.4,66.5,33.5,55.5,9.4,25.1,17.3,22.0,46.1,52.8,47.2,75.0,25.0,58.0,42.0,2.8,1.8,2.2,5.9,8.7,7.3,7.6,27.3,0.7,3.1,426.0,-1.5,-1.0,-2.5,-0.4,-0.2,-0.6,-1.3,-1.0,-2.3,0.1,"$19,863,636",2
185,Marcus Smart,25.0,13.0,5.0,32.6,4.3,11.2,38.8,2.3,6.8,33.6,1.6,1.8,87.9,0.9,2.6,3.4,4.9,1.1,2.3,28.8,0.0,0.0,3.8,2.6,10.5,1.4,24.1,0.5,13.2,8.8,9.1,7.2,26.7,0.142,16.4,16.1,17.9,29.1,28.4,12.3,11.4,11.7,10.7,31.4,13.1,7.5,16.5,19.4,16.8,39.3,60.7,32.7,6.2,54.4,12.8,14.6,26.5,29.7,70.3,78.0,22.0,55.1,44.9,1.8,1.4,1.6,3.3,8.8,9.1,7.2,26.7,0.3,3.0,555.0,2.4,2.9,5.3,-2.2,3.2,1.0,1.6,3.1,4.7,2.1,"$12,553,471",2
186,Brandon Clarke,23.0,5.0,12.0,21.8,5.4,8.4,64.3,0.6,1.2,47.6,1.1,1.4,82.6,1.4,4.8,6.2,1.3,1.1,1.7,25.4,1.0,0.0,-4.4,4.8,30.0,0.5,17.0,1.0,37.8,10.3,7.2,8.9,23.1,0.033,18.8,27.9,20.1,12.5,9.1,18.3,16.3,31.2,30.3,9.7,15.7,12.2,16.6,13.2,25.2,85.3,14.7,77.0,4.7,14.1,11.7,13.6,72.3,79.3,20.7,100.0,0.0,81.5,18.5,1.7,1.5,1.5,9.1,10.3,7.2,8.9,23.1,0.3,1.1,352.0,0.7,-1.0,-0.2,-0.1,-3.7,-3.8,0.7,-1.5,-0.8,0.3,"$2,478,840",2
187,Justise Winslow,23.0,4.0,3.0,34.5,5.0,12.6,39.8,0.4,2.1,20.0,2.0,3.0,66.7,1.6,5.6,7.1,4.6,2.7,3.6,29.4,1.0,0.0,7.4,5.6,21.3,1.0,14.9,0.4,11.5,14.0,7.4,9.9,30.9,0.20600000000000002,19.2,16.8,20.4,4.8,9.9,13.9,14.5,22.0,21.5,26.7,19.2,10.0,18.7,13.7,15.0,83.0,17.0,73.6,6.9,10.3,11.5,23.0,66.7,53.1,46.9,66.7,33.3,54.3,45.7,2.9,0.9,1.4,8.3,14.0,7.4,9.9,30.9,0.3,2.4,215.0,-2.5,1.2,-1.3,0.1,7.5,7.6,-2.1,2.4,0.3,0.3,"$13,000,000",2
189,Jeff Teague,31.0,8.0,6.0,29.1,3.9,9.4,41.2,0.6,2.6,25.0,4.0,4.8,83.6,0.5,2.1,2.6,7.6,2.1,2.2,28.9,3.0,0.0,0.1,2.1,9.3,1.0,21.5,0.4,8.9,9.1,8.6,7.7,32.7,0.054000000000000006,18.9,15.1,17.1,7.7,10.9,33.5,30.2,10.0,9.4,51.0,25.0,23.4,16.5,24.3,17.3,72.5,27.5,52.0,4.6,15.6,5.8,13.3,47.4,15.6,84.4,44.4,55.6,20.4,79.6,1.6,0.6,0.7,5.9,9.1,8.6,7.7,32.7,0.8,3.3,408.0,1.8,-4.9,-3.1,2.1,-2.5,-0.4,2.0,-4.8,-2.8,-0.0,"$19,000,000",2
190,Rui Hachimura,21.0,6.0,11.0,26.8,5.4,11.2,47.6,0.4,1.8,20.0,1.3,1.5,84.6,1.6,3.8,5.4,1.5,0.9,2.1,23.0,1.0,0.0,-6.1,3.8,22.6,0.8,21.3,0.2,8.3,10.2,8.4,9.9,32.2,-0.042,19.8,21.3,21.9,5.5,10.6,16.2,15.3,29.7,24.3,9.4,10.5,42.6,17.2,11.9,19.1,84.3,15.7,81.0,21.0,8.6,12.9,17.6,60.0,64.7,35.3,100.0,0.0,67.0,33.0,2.2,1.8,1.6,7.4,10.2,8.4,9.9,32.2,1.5,1.2,429.0,-1.4,-4.8,-6.2,0.3,-9.4,-9.0,-1.2,-5.8,-7.1,-0.9,"$4,469,160",2
192,Josh Hart,24.0,2.0,10.0,27.8,3.9,8.9,43.9,2.2,5.8,37.1,2.1,2.7,78.1,1.3,4.9,6.3,1.4,1.5,2.8,25.0,2.0,0.0,-3.5,4.9,23.7,1.3,23.4,0.3,16.0,12.9,7.3,9.8,28.7,0.073,16.3,16.8,16.5,27.1,24.2,23.1,20.8,18.0,22.2,10.4,14.5,14.7,19.6,17.0,19.0,34.6,65.4,29.0,0.0,53.8,23.4,18.6,29.0,33.3,66.7,96.2,3.8,68.1,31.9,2.3,1.7,2.8,3.5,12.9,7.3,9.8,28.7,0.4,2.1,303.0,0.7,-0.2,0.5,-8.0,4.0,-4.0,-0.9,0.6,-0.3,0.4,"$1,934,160",2
193,Robert Covington,28.0,10.0,7.0,27.1,4.1,9.2,44.2,1.9,5.5,34.4,2.1,2.4,87.5,0.8,4.8,5.5,1.2,1.6,2.8,26.1,2.0,0.0,0.5,4.8,23.2,1.4,28.9,1.0,23.0,8.8,8.1,7.6,29.4,0.055,17.4,17.0,17.6,27.1,25.1,17.2,15.5,12.4,20.7,8.6,20.1,7.4,22.3,18.6,18.1,40.4,59.6,36.1,2.0,46.8,18.0,13.2,34.1,59.5,40.5,87.5,12.5,72.5,27.5,1.6,0.8,2.2,4.1,8.8,8.1,7.6,29.4,0.2,2.4,460.0,-0.2,1.9,1.7,4.4,-5.5,-1.2,0.7,0.6,1.3,1.0,"$11,301,219",2
195,Jarrett Allen,21.0,10.0,9.0,26.6,4.7,6.9,67.4,0.0,0.1,0.0,2.6,4.5,57.0,3.4,6.9,10.4,1.1,1.2,2.5,30.8,9.0,0.0,2.3,6.9,34.7,0.7,17.3,1.3,45.5,8.1,6.9,6.7,25.6,0.075,15.5,20.2,13.7,0.0,0.2,28.2,36.3,54.6,39.5,8.3,15.3,22.9,20.8,35.6,18.9,99.2,0.8,78.4,0.0,0.0,6.6,15.9,78.4,78.7,21.3,0.0,0.0,78.7,21.3,1.9,3.2,0.8,9.4,8.1,6.9,6.7,25.6,0.6,3.9,479.0,-0.5,4.1,3.6,4.9,3.5,8.4,0.5,4.3,4.7,1.8,"$2,376,840",2
196,De'Andre Hunter,21.0,4.0,16.0,31.6,4.3,10.8,39.4,1.7,4.7,36.6,1.7,2.2,77.3,0.5,3.6,4.1,1.8,1.9,2.7,20.1,1.0,0.0,-3.6,3.6,17.3,0.6,10.8,0.3,8.5,11.4,9.8,9.9,32.4,0.026000000000000002,17.7,15.9,18.6,23.1,21.1,14.0,13.9,7.8,15.0,11.6,17.3,25.5,18.2,13.6,16.3,56.9,43.1,42.9,8.4,42.9,10.5,8.8,34.5,54.9,45.1,94.1,5.9,70.6,29.4,1.1,1.2,1.3,4.1,11.4,9.8,9.9,32.4,1.3,2.0,563.0,-2.6,-2.7,-5.4,6.3,-1.4,4.9,-1.1,-2.6,-3.7,-0.3,"$7,068,360",2
199,Myles Turner,23.0,6.0,5.0,31.1,4.4,9.7,44.9,1.7,4.1,42.2,1.3,1.9,66.7,1.5,4.5,6.0,1.0,1.7,2.5,27.7,2.0,0.0,2.3,4.5,21.6,0.5,11.3,2.5,61.4,9.7,8.5,6.5,30.9,0.10400000000000001,17.1,16.2,17.3,26.4,25.3,13.9,16.9,26.7,22.7,6.4,18.8,11.8,21.9,21.7,16.8,57.9,42.1,45.0,7.8,44.2,3.9,19.4,37.2,69.0,31.0,100.0,0.0,81.3,18.8,2.3,2.0,0.5,4.4,9.7,8.5,6.5,30.9,0.4,2.8,274.0,-2.5,-2.0,-4.5,1.1,-7.2,-6.1,-1.9,-3.2,-5.1,-0.3,"$18,000,000",2
204,OG Anunoby,22.0,13.0,4.0,30.1,4.5,8.5,52.8,1.8,3.8,47.7,0.5,1.1,50.0,1.0,4.6,5.6,1.6,1.2,2.4,25.3,1.0,0.0,6.2,4.6,20.1,1.1,21.1,0.9,41.7,10.1,8.4,6.7,26.1,0.14300000000000002,14.5,17.7,15.6,18.8,16.0,5.1,8.3,21.8,20.3,10.3,13.7,27.3,20.9,11.1,16.0,54.9,45.1,46.9,2.1,48.4,15.6,23.4,44.8,68.9,31.1,100.0,0.0,81.6,18.4,2.6,0.9,1.8,5.1,10.1,8.4,6.7,26.1,1.1,1.3,476.0,0.1,4.1,4.1,3.8,1.0,4.8,0.7,3.7,4.4,1.7,"$2,281,800",2
206,Cody Zeller,27.0,6.0,12.0,24.3,4.4,8.5,51.6,0.7,1.8,36.4,1.7,2.7,64.6,3.1,4.9,7.9,1.2,1.4,2.4,23.6,4.0,0.0,-7.1,4.9,32.6,0.5,15.8,0.3,20.0,9.8,7.6,6.0,27.8,0.0,19.2,22.8,19.4,9.7,10.1,25.2,30.6,54.5,38.5,10.9,15.9,27.9,28.4,30.3,21.4,78.4,21.6,66.7,1.0,17.9,7.0,11.9,65.7,59.7,40.3,91.7,8.3,64.6,35.4,1.3,3.1,0.8,7.3,9.8,7.6,6.0,27.8,0.7,2.9,417.0,-0.8,-3.9,-4.7,-2.9,-8.0,-10.9,-1.1,-4.8,-5.9,-0.7,"$14,471,910",2
207,Gary Harris,25.0,13.0,4.0,32.3,4.2,10.1,41.3,1.5,4.2,34.7,1.3,1.7,75.9,0.5,2.8,3.3,1.8,0.9,2.2,21.7,0.0,0.0,5.9,2.8,11.5,1.3,23.2,0.4,11.3,9.3,6.8,9.0,29.9,0.16,15.6,15.4,16.8,21.4,20.7,11.9,12.4,6.8,10.3,10.7,11.0,21.4,16.9,9.5,15.4,58.1,41.9,48.7,8.5,39.7,19.6,23.3,40.2,76.1,23.9,84.0,16.0,78.9,21.1,2.6,0.4,2.2,4.5,9.3,6.8,9.0,29.9,0.7,1.4,511.0,-2.9,2.7,-0.2,0.9,3.1,4.0,-2.3,2.9,0.6,0.9,"$17,839,286",2
208,Lonzo Ball,22.0,2.0,9.0,27.0,4.2,10.8,38.7,2.2,6.4,34.3,0.5,0.9,60.0,0.9,3.2,4.1,5.7,2.4,1.8,26.6,1.0,0.0,-5.1,3.2,16.2,1.3,28.6,0.2,6.5,13.2,8.5,10.1,32.0,0.006,19.8,16.8,20.0,25.3,27.3,7.2,8.6,15.4,16.0,34.1,23.6,23.3,14.2,11.7,16.9,41.2,58.8,36.1,4.9,59.0,20.5,21.3,31.1,54.5,45.5,79.2,20.8,67.4,32.6,2.4,1.2,2.3,3.5,13.2,8.5,10.1,32.0,0.6,1.3,298.0,0.0,-1.4,-1.4,0.5,-4.1,-3.7,0.1,-1.9,-1.8,0.1,"$8,719,320",2
209,Richaun Holmes,26.0,8.0,10.0,27.4,4.7,7.3,64.9,0.0,0.0,0.0,1.6,2.1,76.3,2.4,5.8,8.2,0.9,1.1,4.1,28.0,6.0,0.0,1.6,5.8,31.0,0.8,17.5,1.5,52.9,9.2,7.4,5.7,28.0,0.09300000000000001,14.7,21.0,14.9,0.0,0.0,17.9,18.5,45.8,34.3,6.3,12.3,20.5,35.6,20.9,18.0,100.0,0.0,85.4,3.0,0.0,6.0,18.1,82.4,80.0,20.0,0.0,0.0,80.0,20.0,2.0,2.6,0.7,9.1,9.2,7.4,5.7,28.0,0.5,2.2,457.0,-0.8,0.2,-0.5,3.4,2.3,5.8,-0.0,0.6,0.6,0.8,"$4,767,000",2
211,Jae Crowder,29.0,5.0,13.0,30.9,3.7,8.8,41.8,2.3,6.4,35.7,1.3,1.9,68.6,0.7,5.2,5.9,2.8,1.5,2.1,24.5,2.0,0.0,-5.7,5.2,23.4,0.9,17.4,0.4,12.7,12.4,9.0,10.2,31.4,0.042,14.8,13.8,15.0,31.3,31.3,14.8,16.4,10.9,20.5,16.7,14.2,6.8,15.1,18.5,15.8,27.2,72.8,25.4,6.1,62.4,18.3,13.2,19.3,68.0,32.0,80.5,19.5,75.8,24.2,1.4,1.1,2.0,2.1,12.4,9.0,10.2,31.4,0.3,2.3,526.0,0.5,-0.0,0.5,-0.9,-1.0,-1.9,0.3,-0.2,0.2,0.8,"$7,815,533",2
212,Eric Gordon,30.0,6.0,3.0,29.4,3.8,12.2,30.9,2.3,8.2,28.4,1.0,1.6,64.3,0.3,1.6,1.9,0.8,1.3,2.3,15.3,0.0,0.0,-4.2,1.6,7.4,0.6,13.2,0.2,6.7,12.0,9.6,10.4,34.0,0.027999999999999997,18.6,15.8,21.7,27.6,27.8,6.0,7.1,5.7,7.0,6.1,14.6,35.7,16.7,10.7,15.0,32.7,67.3,26.5,0.0,64.3,13.3,19.4,26.5,38.5,61.5,95.2,4.8,73.5,26.5,2.1,0.7,1.4,2.9,12.0,9.6,10.4,34.0,1.1,1.8,265.0,-6.7,-5.7,-12.4,-3.7,-8.1,-11.8,-6.5,-6.5,-13.0,-1.4,"$14,057,730",2
214,Brook Lopez,31.0,16.0,3.0,27.0,3.6,8.8,41.1,1.5,5.1,28.9,1.9,2.1,92.5,0.6,4.4,4.9,1.6,1.1,2.3,27.4,2.0,0.0,8.3,4.4,18.3,0.7,16.3,2.4,56.8,9.5,5.5,6.7,22.2,0.128,16.4,14.4,17.4,18.7,22.7,17.3,13.7,13.4,17.6,10.7,13.0,9.1,20.2,13.5,15.4,42.3,57.7,40.4,4.9,41.4,3.0,7.9,35.5,70.7,29.3,100.0,0.0,82.6,17.4,0.8,0.5,0.3,3.8,9.5,5.5,6.7,22.2,0.2,1.8,487.0,-1.6,3.6,2.0,5.4,0.9,6.3,-0.4,3.2,2.8,1.4,"$12,093,024",2
220,Nemanja Bjelica,31.0,8.0,10.0,26.0,3.9,8.4,46.4,1.7,4.0,41.7,0.7,0.7,92.3,1.9,4.7,6.7,2.5,1.7,2.9,24.2,3.0,0.0,-3.7,4.7,28.2,0.9,21.1,0.4,17.4,9.6,7.4,6.0,26.3,0.040999999999999995,16.9,18.6,17.6,24.4,20.5,9.8,8.6,29.9,28.7,19.8,18.9,14.9,25.4,9.6,18.3,52.3,47.7,44.0,4.4,49.5,14.3,12.1,39.6,55.0,45.0,90.0,10.0,70.0,30.0,1.2,2.1,1.4,4.0,9.6,7.4,6.0,26.3,0.4,0.9,443.0,2.3,0.3,2.6,-2.1,-2.2,-4.3,1.7,-0.1,1.5,1.0,"$6,825,000",2
222,Dejounte Murray,23.0,5.0,12.0,22.4,3.9,8.5,46.5,0.2,1.3,18.2,1.8,2.3,76.9,1.2,5.1,6.3,4.1,2.3,2.3,26.4,3.0,0.0,-5.2,5.1,30.4,1.4,49.0,0.3,10.6,6.3,5.9,6.1,21.4,0.017,21.7,20.4,19.9,6.2,11.3,25.0,25.5,22.6,28.5,37.0,37.9,29.5,24.7,26.2,20.0,84.7,15.3,75.0,10.7,7.1,26.2,16.1,64.3,36.5,63.5,100.0,0.0,40.3,59.7,1.6,0.9,2.6,6.4,6.3,5.9,6.1,21.4,0.8,2.3,360.0,-0.9,0.1,-0.8,-0.0,-2.2,-2.2,-0.8,-0.2,-1.0,0.3,"$2,321,735",2
225,Cedi Osman,24.0,5.0,14.0,30.1,3.6,8.5,42.0,1.6,4.4,36.9,0.9,1.4,69.2,0.5,3.3,3.8,2.2,1.3,2.4,20.0,0.0,0.0,-1.8,3.3,14.9,1.1,25.3,0.2,13.8,11.2,8.2,8.2,34.2,0.062,14.5,14.5,15.5,24.6,23.7,8.5,9.5,6.9,13.0,16.6,12.7,15.8,21.2,12.3,14.5,48.1,51.9,40.0,2.2,50.3,17.3,15.1,37.8,51.4,48.6,93.5,6.5,70.6,29.4,1.5,0.6,1.7,3.7,11.2,8.2,8.2,34.2,0.6,1.6,534.0,-1.2,0.1,-1.1,4.2,3.6,7.9,-0.2,0.8,0.6,0.9,"$2,907,143",2
226,P.J. Tucker,34.0,13.0,6.0,34.7,3.5,6.6,53.6,1.9,4.1,46.2,0.8,0.9,83.3,1.5,4.6,6.1,1.4,0.9,3.2,23.9,1.0,0.0,3.7,4.6,18.0,1.4,22.1,0.5,14.5,14.0,8.8,12.9,35.3,0.09300000000000001,9.2,12.1,10.2,17.1,13.0,4.6,4.3,18.7,18.1,9.1,8.7,3.4,19.4,9.4,11.3,37.6,62.4,33.5,3.2,58.4,9.2,13.5,30.3,77.4,22.6,100.0,0.0,89.6,10.4,1.3,1.2,0.9,2.9,14.0,8.8,12.9,35.3,0.1,1.6,630.0,0.0,2.5,2.5,-1.3,1.3,0.0,-0.3,2.4,2.1,1.5,"$8,349,039",2
235,Steven Adams,26.0,6.0,9.0,26.1,4.2,7.4,56.8,0.0,0.0,0.0,0.9,2.3,40.0,2.7,6.2,8.9,2.9,1.4,1.8,27.0,3.0,0.0,0.8,6.2,32.9,0.5,13.0,0.9,41.9,9.1,5.5,6.1,26.1,0.065,15.8,19.2,16.3,0.0,0.0,8.8,17.1,53.2,37.2,23.2,17.9,24.2,17.6,22.2,15.5,100.0,0.0,90.0,0.0,0.0,5.7,14.3,90.0,69.8,30.2,0.0,0.0,69.8,30.2,1.3,1.9,0.5,8.4,9.1,5.5,6.1,26.1,0.5,2.8,368.0,-1.2,-4.0,-5.1,3.1,0.1,3.2,-0.4,-3.4,-3.8,-0.2,"$25,842,697",2
